fac1,fac2,c,dpt
http://vivo.brown.edu/individual/llagasse,http://vivo.brown.edu/individual/gpapando,1,http://vivo.brown.edu/individual/org-brown-univ-dept262
http://vivo.brown.edu/individual/llagasse,http://vivo.brown.edu/individual/cloncarp,1,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/llagasse,http://vivo.brown.edu/individual/agardner,1,http://vivo.brown.edu/individual/org-brown-univ-dept84
http://vivo.brown.edu/individual/llagasse,http://vivo.brown.edu/individual/asalisbu,2,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/llagasse,http://vivo.brown.edu/individual/rseiferp,2,http://vivo.brown.edu/individual/org-brown-univ-dept69
http://vivo.brown.edu/individual/llagasse,http://vivo.brown.edu/individual/ssheinko,7,http://vivo.brown.edu/individual/org-brown-univ-dept69
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/mnothnag,1,http://vivo.brown.edu/individual/org-brown-univ-dept230
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/jpadbury,1,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/jusanche,1,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/afaustos,1,http://vivo.brown.edu/individual/org-brown-univ-dept53
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/cschorlp,1,http://vivo.brown.edu/individual/org-brown-univ-dept53
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/skostadi,1,http://vivo.brown.edu/individual/org-brown-univ-dept57
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/jasander,14,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/jborkanm,2,http://vivo.brown.edu/individual/org-brown-univ-dept230
